dataset,unit_id,regime_id,capability,mechanism,mechanism_status,activation_measure,reference_cost,capability_cost,paired_cost_effect,switch_reduction,execution_agreement,evidence_source,materially_favorable,materially_adverse,counterexample_flag
M5,FOODS_1__TX_2,family_frozen_parameter_recalibrated,ensemble_rate_limiting,rate_cap_activation,inactive,0.0,4684.608102880304,4684.608102880304,0.0,,True,results/working/rate_limiter_mechanism_audit.csv,False,False,False
M5,FOODS_2__CA_1,family_frozen_parameter_recalibrated,ensemble_rate_limiting,rate_cap_activation,active,0.03571428571428571,7666.131562846951,7666.131562846951,0.0,,True,results/working/rate_limiter_mechanism_audit.csv,False,False,True
M5,FOODS_2__CA_3,family_frozen_parameter_recalibrated,ensemble_rate_limiting,rate_cap_activation,inactive,0.0,4212.167594038977,4212.167594038977,0.0,,True,results/working/rate_limiter_mechanism_audit.csv,False,False,False
M5,FOODS_2__TX_3,family_frozen_parameter_recalibrated,ensemble_rate_limiting,rate_cap_activation,active,0.14285714285714285,10725.606558451933,10725.606558451933,0.0,,True,results/working/rate_limiter_mechanism_audit.csv,False,False,True
M5,FOODS_2__WI_2,family_frozen_parameter_recalibrated,ensemble_rate_limiting,rate_cap_activation,inactive,0.0,39078.206921751545,39078.206921751545,0.0,,True,results/working/rate_limiter_mechanism_audit.csv,False,False,False
M5,FOODS_3__CA_1,family_frozen_parameter_recalibrated,ensemble_rate_limiting,rate_cap_activation,inactive,0.0,16401.519938721896,16401.519938721896,0.0,,True,results/working/rate_limiter_mechanism_audit.csv,False,False,False
M5,FOODS_3__CA_2,family_frozen_parameter_recalibrated,ensemble_rate_limiting,rate_cap_activation,inactive,0.0,15648.032613654388,15648.032613654388,0.0,,True,results/working/rate_limiter_mechanism_audit.csv,False,False,False
M5,FOODS_3__CA_3,family_frozen_parameter_recalibrated,ensemble_rate_limiting,rate_cap_activation,inactive,0.0,17644.301276874776,17644.301276874776,0.0,,True,results/working/rate_limiter_mechanism_audit.csv,False,False,False
M5,FOODS_3__CA_4,family_frozen_parameter_recalibrated,ensemble_rate_limiting,rate_cap_activation,inactive,0.0,9805.115258107517,9805.115258107517,0.0,,True,results/working/rate_limiter_mechanism_audit.csv,False,False,False
M5,FOODS_3__TX_1,family_frozen_parameter_recalibrated,ensemble_rate_limiting,rate_cap_activation,inactive,0.0,23139.53122044549,23139.53122044549,0.0,,True,results/working/rate_limiter_mechanism_audit.csv,False,False,False
M5,FOODS_3__TX_2,family_frozen_parameter_recalibrated,ensemble_rate_limiting,rate_cap_activation,inactive,0.0,40022.19572412188,40022.19572412188,0.0,,True,results/working/rate_limiter_mechanism_audit.csv,False,False,False
M5,FOODS_3__TX_3,family_frozen_parameter_recalibrated,ensemble_rate_limiting,rate_cap_activation,inactive,0.0,26276.370533662743,26276.370533662743,0.0,,True,results/working/rate_limiter_mechanism_audit.csv,False,False,False
M5,FOODS_3__WI_1,family_frozen_parameter_recalibrated,ensemble_rate_limiting,rate_cap_activation,inactive,0.0,6773.7754117748245,6773.7754117748245,0.0,,True,results/working/rate_limiter_mechanism_audit.csv,False,False,False
M5,FOODS_3__WI_2,family_frozen_parameter_recalibrated,ensemble_rate_limiting,rate_cap_activation,inactive,0.0,41102.076197687435,41102.076197687435,0.0,,True,results/working/rate_limiter_mechanism_audit.csv,False,False,False
M5,FOODS_3__WI_3,family_frozen_parameter_recalibrated,ensemble_rate_limiting,rate_cap_activation,inactive,0.0,69915.61886478128,69915.61886478128,0.0,,True,results/working/rate_limiter_mechanism_audit.csv,False,False,False
M5,HOUSEHOLD_1__CA_3,family_frozen_parameter_recalibrated,ensemble_rate_limiting,rate_cap_activation,inactive,0.0,12799.707835810326,12799.707835810326,0.0,,True,results/working/rate_limiter_mechanism_audit.csv,False,False,False
M5,FOODS_1__TX_2,fully_in_domain_tuned,ensemble_rate_limiting,rate_cap_activation,inactive,0.0,4684.608102880304,4684.608102880304,0.0,,True,results/working/rate_limiter_mechanism_audit.csv,False,False,False
M5,FOODS_2__CA_1,fully_in_domain_tuned,ensemble_rate_limiting,rate_cap_activation,active,0.03571428571428571,7666.131562846951,7666.131562846951,0.0,,True,results/working/rate_limiter_mechanism_audit.csv,False,False,True
M5,FOODS_2__CA_3,fully_in_domain_tuned,ensemble_rate_limiting,rate_cap_activation,inactive,0.0,4212.167594038977,4212.167594038977,0.0,,True,results/working/rate_limiter_mechanism_audit.csv,False,False,False
M5,FOODS_2__TX_3,fully_in_domain_tuned,ensemble_rate_limiting,rate_cap_activation,active,0.14285714285714285,10725.606558451933,10725.606558451933,0.0,,True,results/working/rate_limiter_mechanism_audit.csv,False,False,True
M5,FOODS_2__WI_2,fully_in_domain_tuned,ensemble_rate_limiting,rate_cap_activation,inactive,0.0,39078.206921751545,39078.206921751545,0.0,,True,results/working/rate_limiter_mechanism_audit.csv,False,False,False
M5,FOODS_3__CA_1,fully_in_domain_tuned,ensemble_rate_limiting,rate_cap_activation,inactive,0.0,16401.519938721896,16401.519938721896,0.0,,True,results/working/rate_limiter_mechanism_audit.csv,False,False,False
M5,FOODS_3__CA_2,fully_in_domain_tuned,ensemble_rate_limiting,rate_cap_activation,inactive,0.0,15648.032613654388,15648.032613654388,0.0,,True,results/working/rate_limiter_mechanism_audit.csv,False,False,False
M5,FOODS_3__CA_3,fully_in_domain_tuned,ensemble_rate_limiting,rate_cap_activation,inactive,0.0,17644.301276874776,17644.301276874776,0.0,,True,results/working/rate_limiter_mechanism_audit.csv,False,False,False
M5,FOODS_3__CA_4,fully_in_domain_tuned,ensemble_rate_limiting,rate_cap_activation,inactive,0.0,9805.115258107517,9805.115258107517,0.0,,True,results/working/rate_limiter_mechanism_audit.csv,False,False,False
M5,FOODS_3__TX_1,fully_in_domain_tuned,ensemble_rate_limiting,rate_cap_activation,inactive,0.0,23139.53122044549,23139.53122044549,0.0,,True,results/working/rate_limiter_mechanism_audit.csv,False,False,False
M5,FOODS_3__TX_2,fully_in_domain_tuned,ensemble_rate_limiting,rate_cap_activation,inactive,0.0,40022.19572412188,40022.19572412188,0.0,,True,results/working/rate_limiter_mechanism_audit.csv,False,False,False
M5,FOODS_3__TX_3,fully_in_domain_tuned,ensemble_rate_limiting,rate_cap_activation,inactive,0.0,26276.370533662743,26276.370533662743,0.0,,True,results/working/rate_limiter_mechanism_audit.csv,False,False,False
M5,FOODS_3__WI_1,fully_in_domain_tuned,ensemble_rate_limiting,rate_cap_activation,inactive,0.0,6773.7754117748245,6773.7754117748245,0.0,,True,results/working/rate_limiter_mechanism_audit.csv,False,False,False
M5,FOODS_3__WI_2,fully_in_domain_tuned,ensemble_rate_limiting,rate_cap_activation,inactive,0.0,41102.076197687435,41102.076197687435,0.0,,True,results/working/rate_limiter_mechanism_audit.csv,False,False,False
M5,FOODS_3__WI_3,fully_in_domain_tuned,ensemble_rate_limiting,rate_cap_activation,inactive,0.0,69915.61886478128,69915.61886478128,0.0,,True,results/working/rate_limiter_mechanism_audit.csv,False,False,False
M5,HOUSEHOLD_1__CA_3,fully_in_domain_tuned,ensemble_rate_limiting,rate_cap_activation,inactive,0.0,12799.707835810326,12799.707835810326,0.0,,True,results/working/rate_limiter_mechanism_audit.csv,False,False,False
M5,FOODS_1__TX_2,strict_frozen,ensemble_rate_limiting,rate_cap_activation,active,0.07142857142857142,4684.608102880304,4684.608102880304,0.0,,True,results/working/rate_limiter_mechanism_audit.csv,False,False,True
M5,FOODS_2__CA_1,strict_frozen,ensemble_rate_limiting,rate_cap_activation,active,0.14285714285714285,7666.131562846951,7666.131562846951,0.0,,True,results/working/rate_limiter_mechanism_audit.csv,False,False,True
M5,FOODS_2__CA_3,strict_frozen,ensemble_rate_limiting,rate_cap_activation,inactive,0.0,4212.167594038977,4212.167594038977,0.0,,True,results/working/rate_limiter_mechanism_audit.csv,False,False,False
M5,FOODS_2__TX_3,strict_frozen,ensemble_rate_limiting,rate_cap_activation,active,0.35714285714285715,10725.606558451933,10725.606558451933,0.0,,True,results/working/rate_limiter_mechanism_audit.csv,False,False,True
M5,FOODS_2__WI_2,strict_frozen,ensemble_rate_limiting,rate_cap_activation,inactive,0.0,39078.206921751545,39078.206921751545,0.0,,True,results/working/rate_limiter_mechanism_audit.csv,False,False,False
M5,FOODS_3__CA_1,strict_frozen,ensemble_rate_limiting,rate_cap_activation,inactive,0.0,16401.519938721896,16401.519938721896,0.0,,True,results/working/rate_limiter_mechanism_audit.csv,False,False,False
M5,FOODS_3__CA_2,strict_frozen,ensemble_rate_limiting,rate_cap_activation,inactive,0.0,15648.032613654388,15648.032613654388,0.0,,True,results/working/rate_limiter_mechanism_audit.csv,False,False,False
M5,FOODS_3__CA_3,strict_frozen,ensemble_rate_limiting,rate_cap_activation,inactive,0.0,17644.301276874776,17644.301276874776,0.0,,True,results/working/rate_limiter_mechanism_audit.csv,False,False,False
M5,FOODS_3__CA_4,strict_frozen,ensemble_rate_limiting,rate_cap_activation,active,0.14285714285714285,9805.115258107517,9805.115258107517,0.0,,True,results/working/rate_limiter_mechanism_audit.csv,False,False,True
M5,FOODS_3__TX_1,strict_frozen,ensemble_rate_limiting,rate_cap_activation,inactive,0.0,23139.53122044549,23139.53122044549,0.0,,True,results/working/rate_limiter_mechanism_audit.csv,False,False,False
M5,FOODS_3__TX_2,strict_frozen,ensemble_rate_limiting,rate_cap_activation,inactive,0.0,40022.19572412188,40022.19572412188,0.0,,True,results/working/rate_limiter_mechanism_audit.csv,False,False,False
M5,FOODS_3__TX_3,strict_frozen,ensemble_rate_limiting,rate_cap_activation,inactive,0.0,26276.370533662743,26276.370533662743,0.0,,True,results/working/rate_limiter_mechanism_audit.csv,False,False,False
M5,FOODS_3__WI_1,strict_frozen,ensemble_rate_limiting,rate_cap_activation,inactive,0.0,6773.7754117748245,6773.7754117748245,0.0,,True,results/working/rate_limiter_mechanism_audit.csv,False,False,False
M5,FOODS_3__WI_2,strict_frozen,ensemble_rate_limiting,rate_cap_activation,inactive,0.0,41102.076197687435,41102.076197687435,0.0,,True,results/working/rate_limiter_mechanism_audit.csv,False,False,False
M5,FOODS_3__WI_3,strict_frozen,ensemble_rate_limiting,rate_cap_activation,inactive,0.0,69915.61886478128,69915.61886478128,0.0,,True,results/working/rate_limiter_mechanism_audit.csv,False,False,False
M5,HOUSEHOLD_1__CA_3,strict_frozen,ensemble_rate_limiting,rate_cap_activation,inactive,0.0,12799.707835810326,12799.707835810326,0.0,,True,results/working/rate_limiter_mechanism_audit.csv,False,False,False
M5,FOODS_1_218__TX_2,family_frozen_parameter_recalibrated,ensemble_rate_limiting,rate_cap_activation,inactive,0.0,4684.608102880304,4684.608102880304,0.0,,True,results/working/rate_limiter_mechanism_audit.csv,False,False,False
M5,FOODS_2_197__CA_1,family_frozen_parameter_recalibrated,ensemble_rate_limiting,rate_cap_activation,active,0.03571428571428571,7666.131562846951,7666.131562846951,0.0,,True,results/working/rate_limiter_mechanism_audit.csv,False,False,True
M5,FOODS_2_197__CA_3,family_frozen_parameter_recalibrated,ensemble_rate_limiting,rate_cap_activation,inactive,0.0,953.2000977357941,953.2000977357941,0.0,,True,results/working/rate_limiter_mechanism_audit.csv,False,False,False
M5,FOODS_2_276__CA_3,family_frozen_parameter_recalibrated,ensemble_rate_limiting,rate_cap_activation,inactive,0.0,677.1796032868189,677.1796032868189,0.0,,True,results/working/rate_limiter_mechanism_audit.csv,False,False,False
M5,FOODS_2_360__CA_3,family_frozen_parameter_recalibrated,ensemble_rate_limiting,rate_cap_activation,inactive,0.0,6673.870891354579,6673.870891354579,0.0,,True,results/working/rate_limiter_mechanism_audit.csv,False,False,False
M5,FOODS_2_360__TX_3,family_frozen_parameter_recalibrated,ensemble_rate_limiting,rate_cap_activation,active,0.14285714285714285,10725.606558451933,10725.606558451933,0.0,,True,results/working/rate_limiter_mechanism_audit.csv,False,False,True
M5,FOODS_2_360__WI_2,family_frozen_parameter_recalibrated,ensemble_rate_limiting,rate_cap_activation,inactive,0.0,39078.206921751545,39078.206921751545,0.0,,True,results/working/rate_limiter_mechanism_audit.csv,False,False,False
M5,FOODS_3_007__WI_2,family_frozen_parameter_recalibrated,ensemble_rate_limiting,rate_cap_activation,active,0.25,52980.61249953883,52980.61249953883,0.0,,True,results/working/rate_limiter_mechanism_audit.csv,False,False,True
M5,FOODS_3_030__TX_2,family_frozen_parameter_recalibrated,ensemble_rate_limiting,rate_cap_activation,inactive,0.0,3724.752507091989,3724.752507091989,0.0,,True,results/working/rate_limiter_mechanism_audit.csv,False,False,False
M5,FOODS_3_030__TX_3,family_frozen_parameter_recalibrated,ensemble_rate_limiting,rate_cap_activation,inactive,0.0,769.0346034194812,769.0346034194812,0.0,,True,results/working/rate_limiter_mechanism_audit.csv,False,False,False
M5,FOODS_3_080__CA_1,family_frozen_parameter_recalibrated,ensemble_rate_limiting,rate_cap_activation,inactive,0.0,1512.4966472716076,1512.4966472716076,0.0,,True,results/working/rate_limiter_mechanism_audit.csv,False,False,False
M5,FOODS_3_080__TX_2,family_frozen_parameter_recalibrated,ensemble_rate_limiting,rate_cap_activation,inactive,0.0,721.1553770278898,721.1553770278898,0.0,,True,results/working/rate_limiter_mechanism_audit.csv,False,False,False
M5,FOODS_3_090__CA_1,family_frozen_parameter_recalibrated,ensemble_rate_limiting,rate_cap_activation,inactive,0.0,21169.984677053853,21169.984677053853,0.0,,True,results/working/rate_limiter_mechanism_audit.csv,False,False,False
M5,FOODS_3_090__CA_2,family_frozen_parameter_recalibrated,ensemble_rate_limiting,rate_cap_activation,inactive,0.0,5533.997829639623,5533.997829639623,0.0,,True,results/working/rate_limiter_mechanism_audit.csv,False,False,False
M5,FOODS_3_090__CA_3,family_frozen_parameter_recalibrated,ensemble_rate_limiting,rate_cap_activation,inactive,0.0,33589.527158976896,33589.527158976896,0.0,,True,results/working/rate_limiter_mechanism_audit.csv,False,False,False
M5,FOODS_3_090__CA_4,family_frozen_parameter_recalibrated,ensemble_rate_limiting,rate_cap_activation,inactive,0.0,9805.115258107517,9805.115258107517,0.0,,True,results/working/rate_limiter_mechanism_audit.csv,False,False,False
M5,FOODS_3_090__TX_1,family_frozen_parameter_recalibrated,ensemble_rate_limiting,rate_cap_activation,inactive,0.0,8273.476336040121,8273.476336040121,0.0,,True,results/working/rate_limiter_mechanism_audit.csv,False,False,False
M5,FOODS_3_090__TX_2,family_frozen_parameter_recalibrated,ensemble_rate_limiting,rate_cap_activation,inactive,0.0,15775.72715469546,15775.72715469546,0.0,,True,results/working/rate_limiter_mechanism_audit.csv,False,False,False
M5,FOODS_3_090__TX_3,family_frozen_parameter_recalibrated,ensemble_rate_limiting,rate_cap_activation,inactive,0.0,15795.73776881205,15795.73776881205,0.0,,True,results/working/rate_limiter_mechanism_audit.csv,False,False,False
M5,FOODS_3_090__WI_3,family_frozen_parameter_recalibrated,ensemble_rate_limiting,rate_cap_activation,inactive,0.0,22044.64490006168,22044.64490006168,0.0,,True,results/working/rate_limiter_mechanism_audit.csv,False,False,False
M5,FOODS_3_099__TX_2,family_frozen_parameter_recalibrated,ensemble_rate_limiting,rate_cap_activation,inactive,0.0,1247.0448115918873,1247.0448115918873,0.0,,True,results/working/rate_limiter_mechanism_audit.csv,False,False,False
M5,FOODS_3_120__CA_1,family_frozen_parameter_recalibrated,ensemble_rate_limiting,rate_cap_activation,active,0.10714285714285714,16302.393585982405,16302.393585982405,0.0,,True,results/working/rate_limiter_mechanism_audit.csv,False,False,True
M5,FOODS_3_120__CA_3,family_frozen_parameter_recalibrated,ensemble_rate_limiting,rate_cap_activation,inactive,0.0,37327.894909573995,37327.894909573995,0.0,,True,results/working/rate_limiter_mechanism_audit.csv,False,False,False
M5,FOODS_3_120__WI_3,family_frozen_parameter_recalibrated,ensemble_rate_limiting,rate_cap_activation,inactive,0.0,29615.304065112447,29615.304065112447,0.0,,True,results/working/rate_limiter_mechanism_audit.csv,False,False,False
M5,FOODS_3_202__CA_3,family_frozen_parameter_recalibrated,ensemble_rate_limiting,rate_cap_activation,inactive,0.0,13323.402349776434,13323.402349776434,0.0,,True,results/working/rate_limiter_mechanism_audit.csv,False,False,False
M5,FOODS_3_202__TX_1,family_frozen_parameter_recalibrated,ensemble_rate_limiting,rate_cap_activation,inactive,0.0,7792.780144093412,7792.780144093412,0.0,,True,results/working/rate_limiter_mechanism_audit.csv,False,False,False
M5,FOODS_3_202__TX_2,family_frozen_parameter_recalibrated,ensemble_rate_limiting,rate_cap_activation,inactive,0.0,7897.863575710394,7897.863575710394,0.0,,True,results/working/rate_limiter_mechanism_audit.csv,False,False,False
M5,FOODS_3_202__TX_3,family_frozen_parameter_recalibrated,ensemble_rate_limiting,rate_cap_activation,inactive,0.0,5592.008397756161,5592.008397756161,0.0,,True,results/working/rate_limiter_mechanism_audit.csv,False,False,False
M5,FOODS_3_226__WI_1,family_frozen_parameter_recalibrated,ensemble_rate_limiting,rate_cap_activation,inactive,0.0,3554.3098775268923,3554.3098775268923,0.0,,True,results/working/rate_limiter_mechanism_audit.csv,False,False,False
M5,FOODS_3_226__WI_2,family_frozen_parameter_recalibrated,ensemble_rate_limiting,rate_cap_activation,inactive,0.0,2354.4086246761044,2354.4086246761044,0.0,,True,results/working/rate_limiter_mechanism_audit.csv,False,False,False
M5,FOODS_3_226__WI_3,family_frozen_parameter_recalibrated,ensemble_rate_limiting,rate_cap_activation,inactive,0.0,1354.238678345739,1354.238678345739,0.0,,True,results/working/rate_limiter_mechanism_audit.csv,False,False,False
M5,FOODS_3_234__CA_3,family_frozen_parameter_recalibrated,ensemble_rate_limiting,rate_cap_activation,active,0.32142857142857145,6581.563967600188,6581.563967600188,0.0,,True,results/working/rate_limiter_mechanism_audit.csv,False,False,True
M5,FOODS_3_234__WI_2,family_frozen_parameter_recalibrated,ensemble_rate_limiting,rate_cap_activation,active,0.2857142857142857,5415.056189711808,5415.056189711808,0.0,,True,results/working/rate_limiter_mechanism_audit.csv,False,False,True
M5,FOODS_3_234__WI_3,family_frozen_parameter_recalibrated,ensemble_rate_limiting,rate_cap_activation,active,0.03571428571428571,9938.677592704,9938.677592704,0.0,,True,results/working/rate_limiter_mechanism_audit.csv,False,False,True
M5,FOODS_3_252__CA_1,family_frozen_parameter_recalibrated,ensemble_rate_limiting,rate_cap_activation,inactive,0.0,4128.535505779756,4128.535505779756,0.0,,True,results/working/rate_limiter_mechanism_audit.csv,False,False,False
M5,FOODS_3_252__CA_2,family_frozen_parameter_recalibrated,ensemble_rate_limiting,rate_cap_activation,inactive,0.0,5432.337782986942,5432.337782986942,0.0,,True,results/working/rate_limiter_mechanism_audit.csv,False,False,False
M5,FOODS_3_252__CA_3,family_frozen_parameter_recalibrated,ensemble_rate_limiting,rate_cap_activation,inactive,0.0,4125.095695437974,4125.095695437974,0.0,,True,results/working/rate_limiter_mechanism_audit.csv,False,False,False
M5,FOODS_3_252__TX_1,family_frozen_parameter_recalibrated,ensemble_rate_limiting,rate_cap_activation,inactive,0.0,9833.97194042968,9833.97194042968,0.0,,True,results/working/rate_limiter_mechanism_audit.csv,False,False,False
M5,FOODS_3_252__TX_2,family_frozen_parameter_recalibrated,ensemble_rate_limiting,rate_cap_activation,inactive,0.0,6586.507072576983,6586.507072576983,0.0,,True,results/working/rate_limiter_mechanism_audit.csv,False,False,False
M5,FOODS_3_252__TX_3,family_frozen_parameter_recalibrated,ensemble_rate_limiting,rate_cap_activation,active,0.03571428571428571,5854.499365263305,5854.499365263305,0.0,,True,results/working/rate_limiter_mechanism_audit.csv,False,False,True
M5,FOODS_3_252__WI_3,family_frozen_parameter_recalibrated,ensemble_rate_limiting,rate_cap_activation,inactive,0.0,3241.580232318113,3241.580232318113,0.0,,True,results/working/rate_limiter_mechanism_audit.csv,False,False,False
M5,FOODS_3_281__CA_3,family_frozen_parameter_recalibrated,ensemble_rate_limiting,rate_cap_activation,active,0.07142857142857142,9875.48880199908,9875.48880199908,0.0,,True,results/working/rate_limiter_mechanism_audit.csv,False,False,True
M5,FOODS_3_282__CA_3,family_frozen_parameter_recalibrated,ensemble_rate_limiting,rate_cap_activation,inactive,0.0,12776.695057394008,12776.695057394008,0.0,,True,results/working/rate_limiter_mechanism_audit.csv,False,False,False
M5,FOODS_3_288__CA_3,family_frozen_parameter_recalibrated,ensemble_rate_limiting,rate_cap_activation,inactive,0.0,4685.567343218845,4685.567343218845,0.0,,True,results/working/rate_limiter_mechanism_audit.csv,False,False,False
M5,FOODS_3_318__CA_3,family_frozen_parameter_recalibrated,ensemble_rate_limiting,rate_cap_activation,inactive,0.0,4604.207302469701,4604.207302469701,0.0,,True,results/working/rate_limiter_mechanism_audit.csv,False,False,False
